,x,x,x,x,x,x,x,x,x,x,y,y,y,a,a,a,a,a,z,z,z,z,z,u,u,u,u
255,3,41,47,0,1,0,0,0,1,21,1,1,0,7,60,19,8,4,2209,1,0,1,0,0,1,1,1
256,10,50,38,1,1,1,0,12,2,22,2,1,1,1,72,21,2,12,1444,1,12,0,0,1,0,0,1
257,9,44,44,0,1,1,0,5,3,15,3,1,1,,,,3,,1936,1,5,0,0,1,0,0,0
258,5,47,41,0,1,0,1,7,4,27,4,1,1,11,85,38,6,6,1681,1,7,1,0,0,1,0,1
259,3,62,26,0,1,0,0,10,0,,0,1,1,,,,4,,676,1,10,0,1,0,1,0,0
260,9,67,21,0,1,0,0,5,0,,0,1,0,,,,2,,441,1,5,0,0,0,0,0,0
261,6,62,26,0,0,0,0,5,3,20,2,1,1,,,,5,,676,1,5,0,0,0,1,0,0
262,11,64,24,0,0,0,0,6,3,17,3,1,1,3,82,17,4,8,576,1,6,0,0,0,0,0,1
263,10,54,34,0,1,0,0,0,4,20,4,1,1,,,,6,,1156,1,0,0,0,1,0,1,0
264,12,53,34,0,1,0,0,7,5,15,5,1,0,,,,10,,1156,1,7,1,0,0,0,0,0
265,2,47,41,0,1,0,1,7,5,18,5,1,1,1,64,16,6,1,1681,1,7,0,0,1,1,0,1
266,3,70,18,0,1,0,1,10,1,17,1,1,0,,,,5,,324,1,10,0,0,1,1,0,0
267,5,69,19,0,1,0,1,7,0,,0,1,1,,,,4,,361,1,7,0,0,1,1,0,0
268,11,40,48,0,1,0,1,4,5,18,5,1,0,10,60,19,5,0,2304,1,4,0,1,0,0,0,1
269,10,64,24,0,1,0,1,10,1,22,1,1,1,,,,3,,576,1,10,0,1,0,0,0,0
270,8,55,33,0,0,0,0,6,3,17,3,1,1,6,83,27,4,0,1089,1,6,0,1,0,0,0,1
271,7,69,19,0,0,0,0,7,0,,0,1,0,,,,7,,361,1,7,0,1,0,0,0,0
272,11,72,16,0,1,0,0,7,0,,0,1,0,,,,2,,256,1,7,0,1,0,0,0,0
273,11,53,35,0,1,0,0,6,3,23,3,1,0,,,,3,,1225,1,6,1,0,0,0,0,0
274,8,64,24,0,1,0,1,8,1,21,1,1,1,,,,4,,576,1,8,0,0,1,0,0,0
275,11,68,20,0,1,0,1,10,0,,0,1,0,,,,4,,400,1,10,0,0,0,0,0,0
276,9,66,22,0,1,0,1,7,0,,0,1,0,,,,2,,484,1,7,1,0,0,0,0,0
277,9,63,25,0,1,0,0,7,2,16,2,1,1,,,,4,,625,1,7,0,1,0,0,0,0
278,1,65,23,0,1,0,0,7,1,15,1,1,0,,,,3,,529,1,7,1,0,0,1,0,0
279,6,63,25,0,1,0,1,7,2,17,2,1,1,7,80,17,6,7,625,1,7,1,0,0,1,0,1
280,8,63,25,0,1,0,0,10,2,16,2,1,1,,,,4,,625,1,10,0,0,0,0,0,0
281,3,64,24,0,1,0,0,10,1,18,1,1,1,,,,4,,576,1,10,1,0,0,1,0,0
282,9,67,21,0,1,0,0,10,0,,0,1,0,,,,6,,441,1,10,0,0,0,0,0,0
283,2,64,24,0,1,0,0,9,1,19,1,1,1,,,,4,,576,1,9,0,0,1,1,0,0
284,12,60,27,0,1,0,0,7,1,20,1,1,1,,,,2,,729,1,7,1,0,0,0,0,0
285,2,56,32,0,1,0,0,7,5,18,5,1,0,11,80,24,5,10,1024,1,7,0,0,1,1,0,1
286,9,42,46,0,1,0,1,2,6,18,5,1,1,,,,2,,2116,1,2,1,0,0,0,0,0
287,10,63,25,0,1,0,1,7,1,18,1,1,1,,,,3,,625,1,7,1,0,0,0,0,0
288,5,69,19,0,1,0,1,7,1,17,1,1,1,,,,2,,361,1,7,1,0,0,1,0,0
289,6,72,16,0,1,0,1,7,0,,0,1,0,,,,3,,256,1,7,1,0,0,1,0,0
290,6,72,16,0,1,0,0,7,0,,0,1,0,,,,0,,256,1,7,1,0,0,1,0,0
291,10,61,27,0,1,0,0,6,3,20,2,1,1,3,78,16,4,10,729,1,6,1,0,0,0,0,1
292,1,55,33,0,1,0,0,0,4,18,4,1,1,,,,4,,1089,1,0,1,0,0,1,1,0
293,7,59,29,0,0,0,0,0,4,18,4,1,1,,,,3,,841,1,0,1,0,0,0,1,0
294,11,64,24,0,1,0,0,9,2,20,2,1,0,,,,4,,576,1,9,1,0,0,0,0,0
295,1,56,32,0,1,0,0,10,3,21,3,1,1,12,77,21,4,7,1024,1,10,0,1,0,1,0,1
296,9,55,33,0,1,0,0,15,2,21,2,1,1,12,86,31,4,16,1089,1,15,0,1,0,0,0,1
297,9,66,22,0,1,0,0,7,0,,0,1,1,,,,5,,484,1,7,0,0,0,0,0,0
298,7,71,17,0,1,0,0,7,0,,0,1,1,,,,2,,289,1,7,0,1,0,0,0,0
299,9,64,24,0,1,1,0,14,1,23,1,1,1,1,88,23,3,14,576,1,14,1,0,0,0,0,1
300,3,66,22,0,1,1,0,0,1,19,1,1,0,,,,4,,484,1,0,1,0,0,1,1,0
301,1,65,23,0,1,1,1,10,1,20,1,1,1,5,87,22,6,12,529,1,10,0,1,0,1,0,1
302,5,68,20,0,1,0,0,12,0,,0,1,0,,,,2,,400,1,12,0,0,1,1,0,0
303,2,54,34,0,1,1,1,12,3,22,3,1,1,8,74,20,4,14,1156,1,12,0,1,0,1,0,1
304,12,72,15,0,1,1,1,9,0,,0,1,0,,,,2,,225,1,9,1,0,0,0,0,0
305,6,49,39,0,1,0,1,0,2,25,2,1,0,,,,4,,1521,1,0,1,0,0,1,1,0
306,9,52,36,0,1,0,0,10,4,15,3,1,1,1,88,35,4,10,1296,1,10,0,1,0,0,0,1
307,6,64,24,0,1,0,0,7,1,18,1,1,1,5,86,21,2,,576,1,7,1,0,0,1,0,1
308,7,48,40,1,1,1,1,16,3,25,3,1,1,12,73,25,3,16,1600,1,16,0,0,1,0,0,1
309,4,57,31,1,1,1,1,7,0,,0,1,1,,,,4,,961,1,7,0,1,0,1,0,0
310,11,66,22,1,1,0,0,8,1,17,1,1,1,,,,4,,484,1,8,0,1,0,0,0,0
311,6,60,28,1,0,1,0,15,1,24,1,1,,12,81,21,2,15,784,1,15,0,0,0,1,0,1
312,8,70,18,0,0,0,0,9,0,,0,1,0,,,,4,,324,1,9,1,0,0,0,0,0
313,9,67,21,0,0,0,0,10,1,19,1,1,1,,,,4,,441,1,10,0,0,1,0,0,0
314,9,60,28,1,1,1,0,12,2,23,2,1,1,1,80,19,4,14,784,1,12,0,0,1,0,0,1
315,6,66,22,1,1,1,0,7,1,17,1,1,1,,,,6,,484,1,7,0,1,0,1,0,0
316,9,56,32,1,1,1,0,7,4,17,4,1,1,2,80,23,4,14,1024,1,7,1,0,0,0,0,1
317,6,66,22,0,0,0,0,7,0,,0,1,0,6,83,17,20,5,484,1,7,0,0,0,1,0,1
318,9,67,21,0,0,0,0,7,2,17,2,1,1,,,,2,,441,1,7,0,0,0,0,0,0
319,6,69,19,0,1,0,1,8,1,19,1,1,1,,,,4,,361,1,8,0,0,0,1,0,0
320,7,70,18,0,1,0,1,6,1,16,1,1,0,,,,6,,324,1,6,0,1,0,0,0,0
321,5,64,24,0,0,0,0,0,0,,0,1,0,1,86,21,10,0,576,1,0,0,0,0,1,1,1
322,6,61,27,0,1,0,1,4,5,17,5,1,1,10,86,25,4,7,729,1,4,1,0,0,1,0,1
323,6,70,18,1,1,1,0,7,0,,0,1,0,,,,3,,324,1,7,0,1,0,1,0,0
324,8,68,20,1,1,1,0,7,1,18,1,1,1,2,83,14,6,7,400,1,7,0,0,0,0,0,1
325,6,55,33,1,1,1,1,10,4,21,4,1,1,7,77,22,5,17,1089,1,10,0,1,0,1,0,1
326,10,58,30,1,1,1,0,17,2,17,2,1,1,3,87,28,4,16,900,1,17,0,1,0,0,0,1
327,12,58,30,1,1,1,1,8,2,17,2,1,1,1,78,19,6,15,900,1,8,1,0,0,0,0,1
328,8,65,23,0,1,0,0,7,1,19,1,1,1,,,,4,,529,1,7,0,0,1,0,0,0
329,2,51,37,1,1,1,1,12,4,24,4,1,1,11,76,25,4,12,1369,1,12,0,1,0,1,0,1
330,5,68,20,1,1,1,1,7,0,,0,1,1,,,,4,,400,1,7,0,1,0,1,0,0
331,9,59,29,1,1,1,0,14,3,17,3,1,1,7,75,15,4,16,841,1,14,0,1,0,0,0,1
332,12,63,25,1,0,0,0,7,1,16,1,1,1,,,,5,,625,1,7,0,0,0,0,0,0
333,11,57,31,1,1,1,0,19,1,26,1,1,1,12,82,25,1,19,961,1,19,0,0,0,0,0,1
334,1,56,32,1,0,1,0,15,2,28,2,1,1,7,81,25,3,19,1024,1,15,0,0,0,1,0,1
335,11,63,25,0,0,0,0,7,1,23,1,1,1,,,,4,,625,1,7,0,0,0,0,0,0
336,5,56,32,1,1,1,1,16,2,27,2,1,1,8,81,25,2,16,1024,1,16,0,0,0,1,0,1
337,5,70,18,0,1,0,0,6,0,,0,1,1,,,,4,,324,1,6,0,0,0,1,0,0
338,5,61,27,0,1,0,0,10,0,,0,1,1,4,84,22,3,12,729,1,10,0,1,0,1,0,1
339,6,63,25,0,0,0,0,0,1,16,0,1,0,4,82,18,5,0,625,1,0,0,0,0,1,1,1
340,8,68,20,0,0,0,0,10,1,20,1,1,1,,,,1,,400,1,10,0,0,0,0,0,0
341,6,68,20,0,1,0,0,7,2,17,2,1,1,2,88,19,4,6,400,1,7,0,0,0,1,0,1
342,9,53,35,0,1,0,0,0,3,18,3,1,1,,,,4,,1225,1,0,1,0,0,0,1,0
343,6,65,23,0,1,0,0,7,1,17,1,1,1,1,84,18,3,,529,1,7,1,0,0,1,0,1
344,7,64,24,0,1,0,0,12,0,,0,1,1,,,,3,,576,1,12,0,1,0,0,0,0
345,5,67,21,0,1,0,0,10,0,,0,1,0,,,,6,,441,1,10,0,1,0,1,0,0
346,8,56,32,0,0,1,0,7,5,16,4,1,1,1,81,24,2,10,1024,1,7,0,1,0,0,0,1
347,8,59,29,0,1,0,0,0,0,,0,1,0,,,,6,,841,1,0,0,0,0,0,1,0
348,10,59,29,0,1,0,0,7,1,19,1,1,1,,,,6,,841,1,7,0,0,0,0,0,0
349,5,65,23,0,0,0,0,10,0,,0,1,1,5,86,21,4,,529,1,10,0,0,0,1,0,1
350,11,61,27,0,1,0,1,5,2,20,2,1,1,9,86,24,6,7,729,1,5,1,0,0,0,0,1
351,6,56,32,0,0,0,0,7,3,19,3,1,0,,,,4,,1024,1,7,0,0,0,1,0,0
352,4,54,34,0,1,0,0,10,2,22,2,1,1,6,79,25,4,7,1156,1,10,0,1,0,1,0,1
353,2,70,18,0,1,0,0,7,0,,0,1,1,,,,4,,324,1,7,0,1,0,1,0,0
354,4,58,30,0,1,0,0,5,5,17,5,1,1,7,79,21,6,12,900,1,5,0,1,0,1,0,1
355,12,68,20,0,1,1,0,10,0,,0,1,1,,,,5,,400,1,10,0,1,0,0,0,0
356,7,69,19,0,1,1,0,7,1,16,1,1,1,,,,4,,361,1,7,0,1,0,0,0,0
357,9,71,17,0,1,0,1,7,0,,0,1,1,,,,5,,289,1,7,0,0,0,0,0,0
358,11,71,17,0,1,0,0,8,1,15,1,1,1,,,,4,,289,1,8,0,1,0,0,0,0
359,4,51,37,0,0,0,0,7,2,19,2,1,1,,,,4,,1369,1,7,1,0,0,1,0,0
360,11,67,21,0,1,0,0,7,0,,0,1,1,,,,4,,441,1,7,0,1,0,0,0,0
361,4,68,20,0,1,0,0,7,2,14,2,1,1,,,,8,,400,1,7,1,0,0,1,0,0
362,10,53,35,0,1,0,0,9,2,19,2,1,1,4,80,26,4,7,1225,1,9,1,0,0,0,0,1
363,10,72,16,0,1,0,0,9,0,,0,1,1,,,,2,,256,1,9,0,0,0,0,0,0
364,8,58,30,0,1,1,0,10,2,17,2,1,1,5,84,25,4,12,900,1,10,0,0,0,0,0,1
365,3,68,20,0,1,0,0,7,0,,0,1,1,,,,4,,400,1,7,0,1,0,1,0,0
366,12,64,24,0,1,0,0,12,0,,0,1,1,,,,4,,576,1,12,1,0,0,0,0,0
367,11,67,21,0,1,0,1,14,1,20,1,1,1,,,,3,,441,1,14,0,0,0,0,0,0
368,11,66,22,0,1,0,0,7,0,,0,1,1,,,,2,,484,1,7,1,0,0,0,0,0
369,1,62,26,0,0,0,0,5,4,19,4,1,1,10,84,22,4,,676,1,5,0,0,1,1,0,1
370,4,65,23,0,0,0,0,7,1,21,1,1,1,,,,6,,529,1,7,0,0,0,1,0,0
371,5,47,41,0,1,0,0,2,5,26,5,1,1,2,71,23,5,7,1681,1,2,0,0,0,1,0,1
372,6,57,31,0,0,0,0,7,3,18,3,1,1,,,,3,,961,1,7,0,1,0,1,0,0
373,10,56,32,0,0,0,0,7,3,21,2,1,0,,,,4,,1024,1,7,1,0,0,0,0,0
374,4,66,22,0,0,0,0,9,3,17,3,1,1,3,88,21,4,9,484,1,9,0,1,0,1,0,1
375,7,57,31,0,0,0,0,2,6,18,6,1,1,9,75,18,10,7,961,1,2,1,0,0,0,0,1
376,10,64,24,0,0,0,0,7,2,19,2,1,1,5,80,15,4,0,576,1,7,0,1,0,0,0,1
377,12,53,34,0,1,0,0,5,6,18,5,1,1,10,76,22,9,5,1156,1,5,1,0,0,0,0,1
378,4,64,24,0,1,0,0,9,1,20,1,1,0,1,85,20,4,0,576,1,9,0,0,1,1,0,1
379,12,60,27,0,1,0,0,4,2,16,2,1,1,,,,4,,729,1,4,0,0,1,0,0,0
380,8,66,22,0,1,0,0,7,1,18,1,1,1,,,,4,,484,1,7,0,0,0,0,0,0
381,5,68,20,0,1,0,0,7,1,18,1,1,1,,,,4,,400,1,7,0,0,0,1,0,0
382,2,61,27,0,1,0,0,10,1,27,1,1,1,9,82,21,4,7,729,1,10,1,0,0,1,0,1
383,1,46,42,0,1,0,0,2,1,19,1,1,0,1,66,20,4,8,1764,1,2,0,0,0,1,0,1
384,2,53,35,0,1,0,1,0,5,19,4,1,0,,,,5,,1225,1,0,0,1,0,1,1,0
385,2,57,31,0,1,0,0,12,3,20,3,1,1,2,74,17,4,10,961,1,12,1,0,0,1,0,1
386,10,71,17,0,1,0,0,9,0,,0,1,1,,,,1,,289,1,9,0,0,0,0,0,0
387,6,67,21,0,1,0,0,0,1,15,1,1,1,5,81,13,4,12,441,1,0,1,0,0,1,1,1
388,12,56,31,0,1,1,0,10,2,18,1,1,1,8,83,26,5,6,961,1,10,1,0,0,0,0,1
389,4,64,24,0,1,1,0,7,0,,0,1,0,,,,4,,576,1,7,0,0,0,1,0,0
390,9,62,26,0,1,0,1,7,3,17,3,1,1,,,,4,,676,1,7,0,0,0,0,0,0
391,5,64,24,0,1,0,1,7,2,21,2,1,1,,,,4,,576,1,7,1,0,0,1,0,0
392,11,58,30,0,0,0,0,0,1,23,0,1,0,4,87,28,6,0,900,1,0,0,0,0,0,1,1
393,7,54,34,1,1,1,0,7,4,21,3,1,1,5,75,20,4,1,1156,1,7,1,0,0,0,0,1
394,1,63,25,0,1,0,0,7,4,16,4,1,1,1,82,19,4,6,625,1,7,1,0,0,1,0,1
395,1,59,29,0,1,0,0,7,3,18,2,1,1,6,85,26,4,6,841,1,7,0,0,1,1,0,1
396,12,54,33,0,1,0,1,9,2,24,2,1,1,1,81,26,2,7,1089,1,9,0,1,0,0,0,1
397,12,46,41,0,0,0,0,4,6,18,6,1,1,9,68,21,4,9,1681,1,4,0,0,0,0,0,1
398,7,67,21,0,0,0,0,7,1,19,1,1,0,,,,2,,441,1,7,0,1,0,0,0,0
399,2,65,23,0,0,0,0,7,1,16,1,1,0,7,87,22,4,7,529,1,7,0,0,0,1,0,1
400,12,62,25,0,1,0,0,5,2,17,2,1,1,7,83,20,4,9,625,1,5,0,0,0,0,0,1
401,11,57,30,0,1,0,0,0,5,18,4,1,1,10,85,27,4,8,900,1,0,1,0,0,0,1,1
402,8,59,29,0,1,0,0,8,1,21,1,1,1,12,80,21,4,17,841,1,8,0,0,1,0,0,1
403,12,67,20,1,0,1,0,6,1,20,1,1,0,,,,4,,400,1,6,0,1,0,0,0,0
404,11,52,35,0,1,0,1,0,6,20,6,1,0,8,87,34,6,6,1225,1,0,0,0,0,0,1,1
405,6,62,26,0,1,0,1,8,3,16,3,1,1,9,86,24,4,7,676,1,8,1,0,0,1,0,1
406,6,59,29,0,1,0,0,10,5,20,5,1,1,,,,6,,841,1,10,1,0,0,1,0,0
407,3,62,26,0,0,0,0,7,2,18,2,1,1,2,88,25,6,10,676,1,7,1,0,0,1,0,1
408,7,62,26,0,1,0,0,7,0,,0,1,0,,,,3,,676,1,7,1,0,0,0,0,0
409,6,58,30,0,0,0,0,9,3,20,3,1,1,,,,4,,900,1,9,0,0,1,1,0,0
410,1,51,37,0,1,0,0,7,5,19,5,1,1,,,,5,,1369,1,7,0,0,1,1,0,0
411,2,58,30,0,0,0,1,8,5,12,5,1,0,7,80,22,6,12,900,1,8,0,0,1,1,0,1
412,5,69,19,0,0,0,0,10,0,,0,1,1,,,,2,,361,1,10,0,0,1,1,0,0
413,7,48,40,0,1,0,0,7,6,20,6,0,0,7,69,21,5,2,1600,1,7,0,1,0,0,0,1
414,2,71,17,0,1,0,0,10,0,,0,1,0,,,,4,,289,1,10,0,1,0,1,0,0
415,1,69,19,0,1,0,0,10,0,,0,1,0,,,,4,,361,1,10,0,0,0,1,0,0
416,7,48,40,0,1,0,0,7,1,21,1,1,1,7,70,22,4,7,1600,1,7,1,0,0,0,0,1
417,9,63,25,0,1,0,0,7,1,16,1,1,1,,,,4,,625,1,7,1,0,0,0,0,0
418,10,46,42,1,1,1,0,5,6,19,6,1,1,7,65,18,4,12,1764,1,5,0,1,0,0,0,1
419,11,63,24,0,1,0,0,10,2,18,2,1,1,,,,4,,576,1,10,0,0,1,0,0,0
420,11,69,18,0,1,0,0,6,0,,0,1,1,,,,3,,324,1,6,0,0,0,0,0,0
421,2,72,16,0,1,0,0,9,0,,0,1,1,,,,2,,256,1,9,0,0,0,1,0,0
422,3,62,26,0,0,0,0,8,3,19,3,1,1,8,82,20,4,10,676,1,8,1,0,0,1,0,1
423,9,57,31,0,1,0,0,10,0,,0,0,0,,,,7,,961,1,10,1,0,0,0,0,0
424,9,64,24,0,1,0,1,7,1,17,1,1,1,,,,3,,576,1,7,1,0,0,0,0,0
425,9,72,16,0,1,0,0,8,0,,0,1,0,,,,2,,256,1,8,0,0,1,0,0,0
426,7,62,26,0,1,0,0,7,1,17,1,1,0,,,,4,,676,1,7,0,0,0,0,0,0
427,9,55,33,0,1,0,0,6,4,14,4,1,0,1,85,29,7,7,1089,1,6,1,0,0,0,0,1
428,11,56,32,0,1,0,0,6,5,18,3,1,0,9,74,17,6,7,1024,1,6,1,0,0,0,0,1
429,11,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,1,7,1,0,0,0,0,0
430,9,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,1,7,1,0,0,0,0,0
431,7,49,39,0,1,0,0,3,2,15,2,1,0,7,73,24,4,9,1521,1,3,1,0,0,0,0,1
432,3,68,20,0,1,0,0,5,1,19,1,1,1,,,,3,,400,1,5,1,0,0,1,0,0
433,7,60,28,0,1,0,0,5,2,19,2,1,1,7,81,21,6,10,784,1,5,1,0,0,0,0,1
434,2,56,32,0,0,0,0,0,3,18,3,1,0,7,80,24,4,5,1024,1,0,0,0,0,1,1,1
435,2,54,34,0,0,0,0,0,7,19,5,1,1,9,72,18,6,2,1156,1,0,1,0,0,1,1,1
436,6,59,29,0,0,0,0,7,4,18,4,1,1,1,86,26,6,7,841,1,7,0,0,0,1,0,1
437,8,71,17,0,0,0,0,7,0,,0,1,0,,,,2,,289,1,7,1,0,0,0,0,0
438,3,73,15,0,0,0,0,7,0,,0,1,0,,,,5,,225,1,7,1,0,0,1,0,0
439,7,58,30,0,1,0,0,4,3,17,3,1,1,9,75,17,4,0,900,1,4,0,0,1,0,0,1
440,6,65,23,0,1,0,0,3,1,18,1,1,0,,,,2,,529,1,3,1,0,0,1,0,0
441,1,68,20,0,1,0,0,0,1,16,1,1,1,12,87,19,4,0,400,1,0,0,1,0,1,1,1
442,10,49,39,0,0,0,0,0,9,18,8,1,1,6,69,19,9,5,1521,1,0,1,0,0,0,1,1
443,2,55,33,0,0,0,0,0,1,23,1,1,0,3,82,27,6,7,1089,1,0,1,0,0,1,1,1
444,6,61,27,0,1,0,0,5,2,18,2,1,1,,,,6,,729,1,5,0,1,0,1,0,0
445,2,63,25,0,0,0,0,6,2,18,2,1,1,10,80,17,4,0,625,1,6,1,0,0,1,0,1
446,2,68,20,0,0,0,0,5,0,,0,1,0,2,86,18,10,0,400,1,5,1,0,0,1,0,1
447,2,68,20,0,1,0,1,7,0,,0,1,1,4,88,20,5,7,400,1,7,0,0,0,1,0,1
448,12,59,28,0,1,0,0,0,0,,0,1,1,9,87,27,4,,784,1,0,0,0,0,0,1,1
449,5,62,26,0,0,0,0,9,0,,0,1,1,5,83,21,6,10,676,1,9,0,1,0,1,0,1
450,3,58,30,0,1,0,0,10,2,21,2,1,1,,,,3,,900,1,10,0,0,1,1,0,0
451,12,67,20,0,1,0,0,8,2,16,2,1,1,8,83,15,2,0,400,1,8,1,0,0,0,0,1
452,12,57,30,0,0,0,0,8,4,19,3,1,1,4,87,29,2,0,900,1,8,0,0,0,0,0,1
453,6,50,38,0,0,0,0,2,8,20,8,1,1,3,70,19,8,0,1444,1,2,1,0,0,1,0,1
454,12,44,43,0,0,0,0,0,2,18,2,1,0,1,63,18,20,0,1849,1,0,0,1,0,0,1,1
455,12,61,26,0,0,0,0,0,2,18,2,1,1,,,,6,,676,1,0,0,0,0,0,1,0
456,11,64,24,0,1,0,1,0,2,18,2,1,1,4,84,19,6,0,576,1,0,0,0,0,0,1,1
457,12,60,27,0,1,0,0,10,2,17,2,1,1,,,,4,,729,1,10,0,0,1,0,0,0
458,1,58,30,0,0,0,0,0,3,20,3,1,1,4,82,24,6,,900,1,0,0,0,0,1,1,1
459,6,58,30,0,1,0,1,2,0,,0,1,0,1,84,25,6,7,900,1,2,1,0,0,1,0,1
460,9,66,22,0,1,0,0,7,1,17,0,1,0,8,80,13,6,7,484,1,7,1,0,0,0,0,1
461,4,56,32,0,1,0,0,5,4,19,4,1,1,6,84,28,6,2,1024,1,5,0,0,1,1,0,1
462,1,56,32,0,0,0,0,9,6,20,6,1,1,4,82,26,,0,1024,1,9,1,0,0,1,0,1
463,1,61,27,0,1,0,0,4,6,18,6,1,0,1,79,18,2,0,729,1,4,0,1,0,1,0,1
464,3,58,30,0,1,0,0,4,4,16,4,1,1,1,76,17,6,6,900,1,4,1,0,0,1,0,1
465,6,68,20,0,1,1,0,10,0,,0,1,0,1,88,19,4,7,400,1,10,1,0,0,1,0,1
466,1,47,41,0,1,0,0,0,9,21,6,1,1,4,69,22,4,0,1681,1,0,0,0,0,1,1,1
467,2,72,16,0,1,0,0,7,0,,0,0,0,,,,,,256,1,7,0,0,0,1,0,0
468,3,49,39,0,1,0,1,5,2,19,2,1,0,11,72,23,6,,1521,1,5,1,0,0,1,0,1
469,3,70,18,0,1,0,0,5,0,,0,1,0,,,,6,,324,1,5,0,0,0,1,0,0
470,9,56,32,0,1,1,0,7,3,22,3,1,1,12,76,20,6,11,1024,1,7,0,1,0,0,0,1
471,12,68,19,0,1,1,0,10,0,,0,1,0,,,,5,,361,1,10,0,1,0,0,0,0
472,8,66,22,0,1,0,1,7,0,,0,1,1,2,88,21,3,7,484,1,7,0,0,0,0,0,1
473,8,60,28,0,1,0,0,13,1,22,1,1,1,,,,3,,784,1,13,0,0,0,0,0,0
474,3,49,39,0,1,0,0,0,7,17,7,1,1,5,84,35,7,0,1521,1,0,1,0,0,1,1,1
475,7,72,16,0,1,0,0,5,1,13,1,1,1,,,,4,,256,1,5,1,0,0,0,0,0
476,10,65,23,0,1,0,0,0,1,22,1,1,0,6,88,22,4,0,529,1,0,1,0,0,0,1,1
477,3,68,20,0,1,0,1,7,0,,0,1,0,,,,4,,400,1,7,0,0,0,1,0,0
478,11,62,26,0,1,0,0,4,4,12,4,1,1,11,82,20,6,0,676,1,4,1,0,0,0,0,1
479,9,66,22,0,1,0,0,0,1,19,1,1,1,7,88,21,3,7,484,1,0,0,0,0,0,1,1
480,7,50,38,0,1,0,0,5,4,28,4,1,0,3,84,33,5,3,1444,1,5,0,1,0,0,0,1
481,9,63,25,0,1,0,1,10,1,20,1,1,1,,,,4,,625,1,10,0,0,1,0,0,0
482,11,58,29,0,1,0,0,14,3,21,1,1,0,11,78,20,6,16,841,1,14,1,0,0,0,0,1
483,11,72,15,0,1,0,0,8,0,,0,1,0,,,,5,,225,1,8,1,0,0,0,0,0
484,6,54,34,1,1,1,0,6,4,19,4,1,0,11,73,19,6,7,1156,1,6,0,0,0,1,0,1
485,3,66,22,1,1,1,1,12,0,,0,1,1,,,,5,,484,1,12,0,0,0,1,0,0
486,7,50,38,0,1,1,0,10,2,26,2,1,1,12,74,24,3,14,1444,1,10,0,0,0,0,0,1
487,6,72,16,0,1,1,0,8,0,,0,1,0,,,,6,,256,1,8,0,0,0,1,0,0
488,7,66,22,0,1,0,0,12,0,,0,1,1,,,,6,,484,1,12,0,1,0,0,0,0
489,9,56,32,0,1,0,0,7,3,20,2,1,1,,,,4,,1024,1,7,1,0,0,0,0,0
490,3,61,27,0,0,0,0,7,2,20,2,1,1,1,83,21,5,6,729,1,7,1,0,0,1,0,1
491,7,60,28,0,1,0,0,6,0,,0,1,0,3,84,23,,14,784,1,6,1,0,0,0,0,1
492,3,50,38,0,1,0,0,2,4,16,3,0,0,7,67,17,,0,1444,1,2,1,0,0,1,0,1
493,5,66,22,0,1,0,1,10,1,21,1,1,1,6,86,20,4,10,484,1,10,1,0,0,1,0,1
494,10,56,32,0,1,0,0,3,6,18,5,1,1,6,75,18,6,6,1024,1,3,0,1,0,0,0,1
495,12,63,24,0,0,0,0,0,3,18,3,1,1,9,83,19,2,7,576,1,0,0,0,0,0,1,1
496,8,64,24,0,0,0,0,0,1,16,1,1,0,11,80,16,4,7,576,1,0,0,0,0,0,1,1
497,8,70,18,0,0,0,0,7,0,,0,1,0,,,,4,,324,1,7,0,0,0,0,0,0
498,3,52,36,0,0,0,0,6,7,17,7,1,1,,,,7,,1296,1,6,1,0,0,1,0,0
499,1,66,22,0,1,0,0,7,1,21,1,1,0,,,,3,,484,1,7,1,0,0,1,0,0
500,10,59,29,0,1,0,0,0,1,20,1,1,0,,,,,,841,1,0,0,0,0,0,1,0
501,7,58,30,0,0,0,0,12,0,,0,1,0,,,,4,,900,1,12,1,0,0,0,0,0
502,1,68,20,0,0,0,0,7,2,17,2,1,1,,,,2,,400,1,7,0,0,0,1,0,0
503,8,62,26,0,1,0,0,10,1,19,1,1,1,,,,2,,676,1,10,1,0,0,0,0,0
504,1,64,24,0,1,0,0,7,1,21,1,1,1,11,85,21,6,7,576,1,7,0,0,0,1,0,1
505,4,70,18,0,0,0,0,7,0,,0,1,0,,,,4,,324,1,7,0,0,0,1,0,0
506,2,62,26,0,1,0,0,7,2,23,2,1,1,,,,4,,676,1,7,0,1,0,1,0,0
507,2,69,19,0,1,0,0,10,0,,0,1,0,,,,4,,361,1,10,0,0,0,1,0,0
508,12,43,44,1,1,1,0,8,5,23,5,1,1,,,,5,,1936,1,8,0,0,0,0,0,0
509,2,58,30,0,1,0,0,13,3,18,3,1,1,9,79,21,3,6,900,1,13,0,1,0,1,0,1
510,10,60,28,0,1,0,0,12,2,20,2,1,1,,,,4,,784,1,12,1,0,0,0,0,0
511,6,58,30,0,1,0,0,9,4,20,4,1,1,7,79,21,10,14,900,1,9,0,1,0,1,0,1
512,3,69,19,0,1,0,0,9,0,,0,1,0,,,,4,,361,1,9,0,1,0,1,0,0
