,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urbeduc,spirit,protest,catholic,frsthalf,educ0,evermarr
2456,9.0,57.0,31.0,1.0,1.0,1.0,0.0,14.0,2.0,22.0,2.0,1.0,1.0,5.0,78.0,20.0,2.0,13.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
731,8.0,69.0,19.0,0.0,0.0,0.0,0.0,7.0,2.0,15.0,2.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,361.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
3260,3.0,66.0,22.0,0.0,0.0,0.0,0.0,6.0,2.0,18.0,2.0,1.0,0.0,1.0,87.0,19.0,8.0,0.0,484.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3476,6.0,50.0,38.0,0.0,1.0,0.0,1.0,7.0,9.0,19.0,9.0,1.0,1.0,3.0,71.0,20.0,4.0,0.0,1444.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1487,9.0,51.0,37.0,0.0,1.0,1.0,0.0,10.0,3.0,28.0,3.0,1.0,1.0,6.0,74.0,22.0,4.0,2.0,1369.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0
3942,3.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,3.0,1.0,1.0,1.0,84.0,23.0,10.0,7.0,784.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3340,8.0,46.0,42.0,0.0,1.0,0.0,1.0,0.0,6.0,20.0,6.0,1.0,1.0,5.0,74.0,27.0,10.0,0.0,1764.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
776,10.0,57.0,31.0,0.0,1.0,0.0,1.0,12.0,0.0,18.0,0.0,1.0,0.0,7.0,79.0,21.0,7.0,7.0,961.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
1017,5.0,64.0,24.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,11.0,86.0,22.0,4.0,10.0,576.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0
718,6.0,72.0,16.0,0.0,1.0,0.0,1.0,5.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,256.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
1992,11.0,66.0,21.0,1.0,1.0,0.0,0.0,7.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,441.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,6.0,68.0,20.0,1.0,0.0,0.0,0.0,7.0,1.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,400.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
433,7.0,60.0,28.0,0.0,1.0,0.0,0.0,5.0,2.0,19.0,2.0,1.0,1.0,7.0,81.0,21.0,6.0,10.0,784.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
4350,3.0,72.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2944,8.0,67.0,21.0,0.0,1.0,0.0,0.0,7.0,1.0,21.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,441.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1278,12.0,49.0,38.0,0.0,1.0,0.0,0.0,5.0,6.0,17.0,6.0,1.0,1.0,2.0,66.0,16.0,8.0,7.0,1444.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
1910,5.0,65.0,23.0,1.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,529.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
3825,8.0,70.0,18.0,0.0,1.0,0.0,1.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1032,7.0,62.0,26.0,0.0,1.0,0.0,0.0,8.0,4.0,17.0,3.0,1.0,1.0,1.0,87.0,24.0,4.0,10.0,676.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0
1417,12.0,60.0,27.0,0.0,1.0,0.0,0.0,15.0,2.0,19.0,2.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,729.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
744,12.0,59.0,28.0,0.0,0.0,0.0,0.0,12.0,1.0,26.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,784.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
751,10.0,66.0,22.0,0.0,0.0,0.0,0.0,7.0,1.0,21.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,484.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
2741,3.0,69.0,19.0,0.0,0.0,0.0,0.0,10.0,1.0,18.0,1.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,361.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
720,7.0,57.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,961.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3214,7.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,5.0,1.0,0.0,11.0,80.0,20.0,5.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2943,7.0,56.0,32.0,0.0,1.0,0.0,0.0,6.0,3.0,20.0,3.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1024.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1662,8.0,72.0,16.0,1.0,1.0,1.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,256.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
969,6.0,49.0,39.0,0.0,1.0,0.0,1.0,3.0,5.0,19.0,4.0,1.0,1.0,6.0,71.0,22.0,4.0,3.0,1521.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0
810,4.0,70.0,18.0,0.0,1.0,0.0,0.0,7.0,1.0,16.0,1.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,324.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
3160,1.0,51.0,37.0,1.0,1.0,1.0,1.0,15.0,4.0,28.0,4.0,1.0,1.0,7.0,87.0,36.0,4.0,15.0,1369.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0
1392,1.0,54.0,34.0,1.0,0.0,0.0,0.0,7.0,4.0,20.0,4.0,1.0,1.0,6.0,80.0,26.0,5.0,12.0,1156.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0
3306,8.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
330,5.0,68.0,20.0,1.0,1.0,1.0,1.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,400.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
3098,4.0,57.0,31.0,0.0,1.0,0.0,0.0,0.0,3.0,21.0,3.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,961.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2437,8.0,47.0,41.0,1.0,1.0,0.0,0.0,10.0,8.0,22.0,7.0,1.0,1.0,8.0,75.0,28.0,4.0,6.0,1681.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0
1309,1.0,68.0,20.0,0.0,1.0,0.0,0.0,7.0,1.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,400.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
3088,11.0,55.0,32.0,0.0,0.0,0.0,1.0,0.0,5.0,16.0,4.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,1024.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
759,1.0,53.0,35.0,0.0,1.0,0.0,0.0,0.0,3.0,21.0,3.0,1.0,1.0,2.0,72.0,19.0,8.0,0.0,1225.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2208,12.0,57.0,30.0,0.0,1.0,0.0,1.0,7.0,3.0,19.0,3.0,1.0,1.0,3.0,76.0,18.0,4.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4043,12.0,63.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,1.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,576.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2543,10.0,69.0,18.0,0.0,1.0,0.0,1.0,8.0,1.0,16.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3995,12.0,68.0,19.0,0.0,1.0,0.0,0.0,5.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,6.0,39.0,49.0,0.0,1.0,0.0,0.0,5.0,9.0,24.0,8.0,1.0,1.0,12.0,62.0,23.0,8.0,0.0,2401.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3532,4.0,53.0,35.0,0.0,1.0,0.0,0.0,0.0,5.0,21.0,5.0,1.0,0.0,2.0,73.0,19.0,10.0,0.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
32,11.0,48.0,39.0,0.0,0.0,0.0,0.0,5.0,4.0,19.0,4.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1521.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1741,1.0,50.0,38.0,0.0,1.0,0.0,0.0,7.0,1.0,22.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,1444.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
1672,7.0,72.0,16.0,1.0,1.0,1.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2634,11.0,70.0,17.0,0.0,1.0,1.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,6.0,0.0,289.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3714,6.0,69.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1720,8.0,62.0,26.0,1.0,1.0,0.0,1.0,3.0,2.0,17.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,676.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4306,4.0,44.0,44.0,1.0,0.0,0.0,0.0,3.0,7.0,19.0,7.0,1.0,1.0,7.0,61.0,17.0,6.0,4.0,1936.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1966,9.0,70.0,17.0,1.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,289.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
3878,1.0,68.0,20.0,1.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,400.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3244,6.0,53.0,35.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,6.0,1.0,1.0,6.0,83.0,30.0,10.0,7.0,1225.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1288,2.0,63.0,25.0,0.0,1.0,0.0,0.0,7.0,1.0,21.0,1.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,625.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
1788,2.0,72.0,16.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
229,9.0,62.0,26.0,1.0,1.0,0.0,0.0,10.0,1.0,20.0,1.0,1.0,1.0,4.0,82.0,19.0,4.0,10.0,676.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0
1027,4.0,63.0,25.0,1.0,1.0,1.0,0.0,7.0,3.0,14.0,3.0,1.0,1.0,11.0,85.0,22.0,4.0,10.0,625.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0
1789,9.0,70.0,18.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,324.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
408,7.0,62.0,26.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,676.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
170,8.0,56.0,32.0,1.0,1.0,1.0,1.0,12.0,2.0,24.0,2.0,1.0,1.0,12.0,79.0,23.0,4.0,12.0,1024.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0
1717,11.0,66.0,21.0,0.0,1.0,0.0,0.0,7.0,1.0,17.0,1.0,1.0,1.0,3.0,85.0,18.0,4.0,0.0,441.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
746,10.0,68.0,20.0,0.0,1.0,0.0,1.0,8.0,1.0,18.0,1.0,1.0,0.0,1.0,87.0,19.0,1.0,0.0,400.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
3640,7.0,49.0,39.0,0.0,1.0,0.0,0.0,0.0,8.0,20.0,7.0,1.0,1.0,2.0,70.0,20.0,5.0,0.0,1521.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1882,1.0,53.0,35.0,0.0,1.0,0.0,0.0,6.0,6.0,20.0,6.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,1225.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
3178,3.0,72.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,256.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
790,2.0,59.0,29.0,0.0,1.0,0.0,0.0,7.0,2.0,24.0,2.0,1.0,1.0,2.0,87.0,28.0,4.0,6.0,841.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0
1292,5.0,59.0,29.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,841.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1558,6.0,42.0,46.0,0.0,1.0,0.0,0.0,6.0,7.0,20.0,7.0,1.0,1.0,9.0,61.0,19.0,4.0,10.0,2116.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0
2121,3.0,73.0,15.0,0.0,1.0,0.0,1.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3337,11.0,61.0,26.0,0.0,1.0,0.0,1.0,7.0,4.0,17.0,4.0,1.0,1.0,3.0,81.0,19.0,4.0,0.0,676.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2673,11.0,56.0,31.0,0.0,1.0,0.0,0.0,10.0,5.0,20.0,5.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,961.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1480,12.0,64.0,24.0,0.0,1.0,0.0,0.0,7.0,3.0,16.0,3.0,1.0,1.0,2.0,81.0,16.0,6.0,10.0,576.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0
2776,8.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,3.0,1.0,0.0,9.0,78.0,18.0,5.0,10.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1675,3.0,72.0,16.0,1.0,1.0,0.0,1.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,256.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
43,3.0,67.0,21.0,1.0,1.0,0.0,0.0,7.0,1.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,441.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
1130,3.0,68.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,5.0,0.0,400.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0
4099,6.0,57.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,4.0,1.0,1.0,2.0,87.0,29.0,5.0,7.0,961.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3328,6.0,55.0,33.0,0.0,1.0,0.0,0.0,4.0,5.0,17.0,5.0,1.0,1.0,1.0,88.0,32.0,6.0,0.0,1089.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3721,8.0,63.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,625.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3155,1.0,70.0,18.0,1.0,1.0,1.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,6.0,88.0,18.0,5.0,12.0,324.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0
4072,2.0,52.0,36.0,0.0,1.0,0.0,1.0,7.0,7.0,20.0,7.0,1.0,1.0,9.0,69.0,17.0,7.0,5.0,1296.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1094,12.0,61.0,26.0,0.0,1.0,0.0,1.0,10.0,2.0,17.0,2.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,676.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
693,10.0,72.0,16.0,0.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,256.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
251,7.0,48.0,40.0,0.0,1.0,0.0,0.0,10.0,1.0,26.0,1.0,1.0,0.0,6.0,81.0,32.0,4.0,7.0,1600.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0
4143,4.0,61.0,27.0,0.0,1.0,0.0,0.0,10.0,2.0,18.0,2.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,729.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2057,11.0,55.0,32.0,1.0,1.0,1.0,1.0,14.0,3.0,23.0,3.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,1024.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
843,9.0,73.0,15.0,1.0,1.0,1.0,0.0,8.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
3014,10.0,72.0,15.0,0.0,1.0,0.0,0.0,7.0,1.0,15.0,1.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,225.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
893,7.0,66.0,22.0,0.0,1.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,484.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
1411,6.0,51.0,37.0,0.0,1.0,0.0,0.0,7.0,3.0,16.0,2.0,1.0,1.0,2.0,77.0,25.0,2.0,7.0,1369.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0
1738,6.0,65.0,23.0,0.0,0.0,0.0,0.0,9.0,1.0,22.0,1.0,1.0,1.0,12.0,87.0,22.0,4.0,10.0,529.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0
325,6.0,55.0,33.0,1.0,1.0,1.0,1.0,10.0,4.0,21.0,4.0,1.0,1.0,7.0,77.0,22.0,5.0,17.0,1089.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0
1752,7.0,53.0,35.0,0.0,1.0,1.0,1.0,9.0,4.0,21.0,4.0,1.0,1.0,12.0,74.0,21.0,6.0,6.0,1225.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
2721,12.0,72.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,3.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2515,3.0,73.0,15.0,0.0,1.0,0.0,1.0,6.0,0.0,18.0,0.0,0.0,0.0,1.0,87.0,19.0,4.0,0.0,225.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2648,1.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,3.0,1.0,1.0,1.0,80.0,16.0,2.0,7.0,576.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3002,6.0,63.0,25.0,0.0,1.0,0.0,0.0,7.0,2.0,19.0,2.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,625.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2879,10.0,72.0,15.0,0.0,1.0,0.0,1.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,1.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
620,10.0,59.0,29.0,0.0,1.0,0.0,0.0,7.0,2.0,26.0,2.0,1.0,1.0,2.0,82.0,22.0,2.0,10.0,841.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
877,6.0,63.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,21.0,1.0,1.0,1.0,1.0,87.0,19.0,6.0,0.0,625.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2451,10.0,70.0,17.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,289.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
2509,3.0,59.0,29.0,1.0,1.0,1.0,1.0,16.0,1.0,27.0,1.0,1.0,1.0,8.0,85.0,26.0,4.0,18.0,841.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3972,7.0,58.0,30.0,0.0,1.0,0.0,1.0,9.0,3.0,20.0,3.0,1.0,1.0,2.0,80.0,21.0,6.0,16.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1350,1.0,63.0,25.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,3.0,1.0,0.0,1.0,81.0,18.0,6.0,0.0,625.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1123,6.0,56.0,32.0,0.0,1.0,0.0,1.0,7.0,3.0,17.0,3.0,1.0,1.0,1.0,87.0,19.0,4.0,0.0,1024.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
4159,7.0,70.0,18.0,0.0,1.0,0.0,0.0,4.0,2.0,15.0,2.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,6.0,49.0,39.0,1.0,1.0,1.0,0.0,12.0,6.0,17.0,6.0,1.0,1.0,3.0,66.0,16.0,4.0,12.0,1521.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0
2804,10.0,50.0,38.0,0.0,0.0,0.0,1.0,4.0,5.0,19.0,5.0,1.0,1.0,5.0,71.0,20.0,2.0,0.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3782,8.0,42.0,46.0,0.0,1.0,0.0,1.0,0.0,5.0,24.0,5.0,1.0,1.0,12.0,68.0,26.0,3.0,5.0,2116.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2535,9.0,61.0,26.0,0.0,1.0,0.0,0.0,13.0,2.0,23.0,2.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,676.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3621,9.0,66.0,22.0,0.0,1.0,0.0,1.0,7.0,1.0,21.0,1.0,1.0,0.0,1.0,87.0,19.0,10.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,10.0,62.0,25.0,1.0,1.0,0.0,0.0,7.0,2.0,19.0,2.0,1.0,1.0,1.0,81.0,18.0,6.0,7.0,625.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
2666,4.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,2.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
657,5.0,69.0,19.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,1.0,1.0,87.0,19.0,5.0,0.0,361.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
495,12.0,63.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,3.0,1.0,1.0,9.0,83.0,19.0,2.0,7.0,576.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1926,12.0,57.0,30.0,1.0,1.0,1.0,1.0,10.0,4.0,17.0,4.0,1.0,1.0,10.0,74.0,16.0,4.0,11.0,900.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0
2651,1.0,65.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,1.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1582,3.0,55.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,5.0,1.0,1.0,10.0,82.0,27.0,4.0,0.0,1089.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1175,6.0,68.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,0.0,1.0,87.0,19.0,1.0,0.0,400.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3481,2.0,65.0,23.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,1.0,1.0,1.0,1.0,87.0,19.0,3.0,0.0,529.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
501,7.0,58.0,30.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,900.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
691,3.0,66.0,22.0,0.0,1.0,0.0,0.0,13.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,2.0,0.0,484.0,1.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0
4359,1.0,62.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,1.0,1.0,0.0,5.0,84.0,22.0,5.0,7.0,676.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3914,3.0,69.0,19.0,0.0,1.0,0.0,0.0,7.0,0.0,18.0,0.0,1.0,0.0,1.0,87.0,19.0,4.0,0.0,361.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
